Company name,Segment,Type,Website,Growth stage,Employees,Industries,HQ city,HQ address,Tagline,LinkedIn,Profile,Job openings,Accredited sponsor,Hires international students
Care Plan 365,startup,saas,http://cp365.health,early stage,2-10,health,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Health monitoring system for senior care organizations,https://www.linkedin.com/company/care-plan-365/,https://ecosystem.innovationvictoria.com/companies/care_plan_365,0,,
CareAbout,scaleup,,http://www.careabout.com.au,breakout stage,51-200,jobs recruitment,Melbourne,"Riddell Parade, Elsternwick, Melbourne, City of Glen Eira, Victoria, 3185, Australia",Aged care guidance service platform - Find care providers you can trust,https://www.linkedin.com/company/careabout/,https://ecosystem.innovationvictoria.com/companies/careabout,0,,
Career Money Life,scaleup,commission;saas,https://www.careermoneylife.com/,early stage,11-50,enterprise software,Melbourne,"3000 Melbourne, Australia","Enables employers to help their people build unique, personalized and fulfilling career experiences, all through one digital platform",https://www.linkedin.com/company/careermoneylife/,https://ecosystem.innovationvictoria.com/companies/career_money_life,0,,
Careercoach Ai,startup,artificial intelligence;saas,https://careercoachai.com.au,early stage,1,jobs recruitment,Melbourne,"Travancore, Melbourne, City of Moonee Valley, Victoria, 3032, Australia",AI-powered platform for personalized career coaching,https://www.linkedin.com/company/careercoach-ai/,https://ecosystem.innovationvictoria.com/companies/careercoach_ai,0,,
Careerhouse,startup,,http://careerhouse.com.au,early stage,2-10,education,Melbourne,"214 Bay St, Suite 3, Brighton, Victoria 3186, AU",Online short courses offering industry-relevant skills with flexible study options and comprehensive student support,https://www.linkedin.com/company/careerhouse-australia/,https://ecosystem.innovationvictoria.com/companies/careerhouse,0,,
Carefully Planned,startup,,http://carefullyplanned.com.au,early stage,1,health,Portland,"Portland, Shire of Glenelg, Victoria, 3305, Australia",Mental load for your childâs additional needs,https://www.linkedin.com/company/carefullyplanned/,https://ecosystem.innovationvictoria.com/companies/carefully_planned,0,,
Carelink,,commission;saas,http://carelinkplus.com.au,early stage,,,Geelong,"Australia, Geelong",Delivering software solutions for the community services sector,,https://ecosystem.innovationvictoria.com/companies/carelink,0,,
CareNeighbour,startup,commission,http://careneighbour.com,early stage,2-10,health,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",AI-powered platform for culturally inclusive care sourcing,https://www.linkedin.com/company/careneighbour/,https://ecosystem.innovationvictoria.com/companies/careneighbour,0,,
CarePage,scaleup,big data;marketplace & ecommerce;saas,http://www.carepage.com.au,early stage,2-10,health;home living,Melbourne,"114, Flinders Street, 3000 Melbourne, Australia","Aged Care Directory, ratings and customer experience dashboard SaaS",https://www.linkedin.com/company/carepageau,https://ecosystem.innovationvictoria.com/companies/carepage,1,,
Carer Manager Plus,startup,artificial intelligence;subscription;saas,https://www.carermanagerplus.com.au,early stage,2-10,health;enterprise software,Scoresby,"Lakeview Drive, Caribbean Business Park, Scoresby, Melbourne, City of Knox, Victoria, 3179, Australia",AI-powered care management software for Australian providers,https://www.linkedin.com/company/carer-manager-plus/,https://ecosystem.innovationvictoria.com/companies/carer_manager_plus,0,,
Carers Couch,startup,mobile app;subscription;saas,http://www.carerscouch.com,early stage,2-10,health,Melbourne,"Pakington Street, St Kilda, Melbourne, City of Port Phillip, Victoria, 3182, Australia","An online on-demand platform that works to unlock new, innovative ways of support by harnessing information, resources and services as a support mechanism for those caring for someone diagnosed with cancer",https://www.linkedin.com/company/carers-couch/,https://ecosystem.innovationvictoria.com/companies/carers_couch,0,,
Caretailors,startup,advertising;marketplace & ecommerce,http://caretailors.com,early stage,,home living,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Marketplace to find end of life services and products,,https://ecosystem.innovationvictoria.com/companies/caretailors,0,,
Careteq,startup,autonomous & sensor tech;subscription;selling own inventory;saas;manufacturing,http://careteq.com.au,early stage,2-10,health,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Careteq’s products provide carers with real-time monitoring of patient’s,https://www.linkedin.com/company/careteq-limited/,https://ecosystem.innovationvictoria.com/companies/careteq,0,,
CargoEscrow,startup,commission;saas,http://cargoescrow.com,early stage,1,transportation,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Secure smart contract escrow for freight shipments.,https://www.linkedin.com/company/cargoescrow/,https://ecosystem.innovationvictoria.com/companies/cargoescrow,0,,
Cari Medical,startup,,https://www.carimedical.com/,early stage,1,health,Melbourne,"3000 Melbourne, Australia",Improving respiratory health through innovative technologies,https://www.linkedin.com/company/cari-medical/,https://ecosystem.innovationvictoria.com/companies/cari_medical,0,,
Carloop,startup,saas,http://www.carloop.com.au,early stage,2-10,enterprise software,Melbourne,"Hartnett Close, Mulgrave, Melbourne, City of Monash, Victoria, 3168, Australia",We provide every new car buyer in Australia with a confident car buying experience. We do this by showing new car buyers what recent owners have paid at the dealerships - saving time and money and improving the overall car buying experience,https://www.linkedin.com/company/carloop/,https://ecosystem.innovationvictoria.com/companies/carloop,0,,
Carmanah Technologies,,subscription;manufacturing,http://carmanah.com,early stage,51-200,energy,Melbourne,"Will Street, Forest Hill, Melbourne, City of Whitehorse, Victoria, 3131, Australia",Carmanah | we put solar to work™,https://www.linkedin.com/company/carmanah-technologies/,https://ecosystem.innovationvictoria.com/companies/carmanah_technologies,0,,
Carnegie Dental Group,,,https://carnegie.dental,early stage,2-10,health,Melbourne,"1, Carnegie, Victoria 3163, AU",Dentist Melbourne | Cosmetic Dentist Victoria | Carnegie Dental Group,https://www.linkedin.com/company/dr-jack-borowski/,https://ecosystem.innovationvictoria.com/companies/carnegie_dental_group,0,,
carsales,,commission;marketplace & ecommerce,https://www.carsales.com.au/,late stage,501-1000,transportation,Melbourne,"Cremorne, Melbourne, City of Yarra, Victoria, 3121, Australia","Australia's leading online automotive classifieds platform, connecting car buyers and sellers",https://www.linkedin.com/company/carsales.com.au/,https://ecosystem.innovationvictoria.com/companies/carsales_1,0,True,True
Cartesian,startup,,http://cartesian.io,early stage,11-50,enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","Connect buyers and vendors at the right time, with our AI Marketplace Assistant",https://www.linkedin.com/company/cartesianio/,https://ecosystem.innovationvictoria.com/companies/cartesian_1,0,,
Cartherics,scaleup,commission;manufacturing,http://cartherics.com,breakout stage,11-50,health,Melbourne,"3168 Melbourne, Australia",Developing the next generation of improved and optimized chimeric antigen receptor CAR-T cell products,https://www.linkedin.com/company/cartherics-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/cartherics,7,,
Casafico,scaleup,subscription;manufacturing,http://casafico.com.au,early stage,2-10,real estate,Melbourne,"18 Tarnard Drive, Braeside, Vic 3195, AU",,https://www.linkedin.com/company/casafico/,https://ecosystem.innovationvictoria.com/companies/casafico,0,,
Cascadia Innovations,startup,big data;commission;saas,,early stage,,energy,Geelong,"Geelong, City of Greater Geelong, Victoria, 3220, Australia",Precision fuel and performance insights for mining,,https://ecosystem.innovationvictoria.com/companies/cascadia_innovations,0,,
Cascayd,startup,advertising;saas,https://cascayd.app,early stage,2-10,marketing;enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Instant website funnel audits for CRO recommendations,https://www.linkedin.com/company/cascayd/,https://ecosystem.innovationvictoria.com/companies/cascayd,0,,
Caseflow,scaleup,,http://www.caseflowacumen.com,early stage,2-10,health,Melbourne,"91, Murphy Street, Richmond, Melbourne, City of Yarra, Victoria, 3121, Australia",Caseflow is flexible legal workflow software for the modern law firm,https://www.linkedin.com/company/caseflow/,https://ecosystem.innovationvictoria.com/companies/caseflow_1,0,,
Cash Capital,startup,commission,http://cashcapital.com.au,early stage,2-10,real estate,Melbourne,"Clayton, Melbourne, City of Monash, Victoria, 3168, Australia",,https://www.linkedin.com/company/loan-market-broker-abbas-khorakiwala-and-priyank-dubey/,https://ecosystem.innovationvictoria.com/companies/cash_capital_2,0,,
Cash Flow Story,scaleup,subscription;saas,http://cashflowstory.com,early stage,2-10,marketing,Melbourne,"Melbourne, Australia","Improve Profit, Cash Flow and Business Value using globally recognised techniques such as the Power of One, Business Value Indicator and 4 Chapters",https://www.linkedin.com/company/cash-flow-story/,https://ecosystem.innovationvictoria.com/companies/cash_flow_story,0,,
Cashwo,startup,mobile app;subscription;commission;saas,https://www.cashwo.com.au,early stage,2-10,fintech,Melbourne,"227, Collins Street, 3000 Melbourne, Australia",Cashwo Virtual Wallet | Cash Transfer | Digital Mobile wallet I QR Code Payment Solutions I Australia,https://www.linkedin.com/company/cashwo-mobile-payment-app/,https://ecosystem.innovationvictoria.com/companies/payany1_pty_ltd_t_a_cashwo,0,,
Caspak,,manufacturing,https://caspak.com.au/,early stage,11-50,energy,Melbourne,"Sugar Gum Court, Braeside, Melbourne, City of Kingston, Victoria, 3195, Australia",Sustainable packaging solutions enhancing shelf life and reducing food waste with innovative materials,https://www.linkedin.com/company/caspakpackaging/,https://ecosystem.innovationvictoria.com/companies/caspak,0,,
Cassa BioTec,,selling own inventory;manufacturing,https://www.cassabiotec.com,early stage,2-10,health,Melbourne,"Bentley Street, Williamstown North, Melbourne, City of Hobsons Bay, Victoria, 3016, Australia","Creating commercial solutions using active enzymes and beneficial bacteria for various sectors, including pharmaceuticals, nutraceuticals, and agriculture",https://www.linkedin.com/company/cassa-biotec/,https://ecosystem.innovationvictoria.com/companies/cassa_biotec,0,,
Cassinia Environmental,,,https://cassinia.com/,early stage,11-50,energy,Kyneton,"Kyneton, Shire of Macedon Ranges, Victoria, 3444, Australia",Large-scale landscape restoration and biodiversity protection services.,https://www.linkedin.com/company/cassinia-environmental/,https://ecosystem.innovationvictoria.com/companies/cassinia_environmental,0,,
Catalico Studios,startup,advertising;saas,http://impress.games,early stage,2-10,enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","Comprehensive toolkit for indie game marketing, offering press kits, market analysis, and community engagement tools",https://www.linkedin.com/company/catalico-studios/,https://ecosystem.innovationvictoria.com/companies/catalico_studios,0,,
Catalog Automation Pty Ltd,scaleup,subscription;saas,http://catalogautomation.com,early stage,1,enterprise software,Melbourne,"71 Gipps St, Collingwood, Victoria 3066, AU",Boost customer engagement and revenue,https://www.linkedin.com/company/catalog-automation-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/catalog_automation_pty_ltd,0,,
Catapult Sports,scaleup,iot internetofthings;hardware;selling own inventory;manufacturing,http://catapultsports.com/,late stage,501-1000,sports,Melbourne,"High Street, Windsor, Melbourne, City of Stonnington, Victoria, 3181, Australia",Creating wearable technologies to help athletes and teams perform to their true potential,https://www.linkedin.com/company/catapultsports/,https://ecosystem.innovationvictoria.com/companies/catapult_sports,0,True,True
Catch.com.au,scaleup,commission;advertising;marketplace & ecommerce,http://www.catch.com.au,breakout stage,201-500,home living,Melbourne,"East Boundary Road, Bentleigh East, Melbourne, City of Glen Eira, Victoria, 3165, Australia","Catch.com.au provides online shopping stores and operates a customized delivery platform. It also offers products including home decor, accessories, health & lifestyle product, fashion, electronics, toys & games, furniture, beauty, grocery & liquor,",https://www.linkedin.com/company/catch.com.au/,https://ecosystem.innovationvictoria.com/companies/catch_com_au,0,True,True
Catchweight Studios,startup,advertising,https://www.catchweightstudio.com/,early stage,1,gaming,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Solo-developed World War I survival horror game,https://www.linkedin.com/company/catchweight-studio/,https://ecosystem.innovationvictoria.com/companies/catch_weight_studios,0,,
Catembe,startup,saas,https://breakeven.app,early stage,1,gaming;education,Melbourne,"Melbourne, VIC AU",Catembe makes it easy to add highly engaging games to your business course,https://www.linkedin.com/company/catembe/,https://ecosystem.innovationvictoria.com/companies/catem,0,,
Cavendish Renewable Technology,startup,hardware;deep tech;selling own inventory;manufacturing,http://cavendishrenewable.com.au,early stage,11-50,energy,Melbourne,"Port Melbourne, Melbourne, City of Port Phillip, Victoria, 3207, Australia","Cavendish Renewable Technology (CRT) is an innovative hydrogen technology company in Australia, specialising in state-of-the-art electrolysers",https://www.linkedin.com/company/cavendish-renewable-technology/,https://ecosystem.innovationvictoria.com/companies/cavendish_renewable_technology,0,,
Cazoot,startup,saas,http://cazoot.com,early stage,2-10,jobs recruitment;enterprise software,Melbourne,"350 Collins St, Melbourne, Victoria 3000, AU",Cazoot | Referral Recruitment Software,https://www.linkedin.com/company/cazoot/,https://ecosystem.innovationvictoria.com/companies/cazoot,0,,
CCO Frameworks,startup,saas,http://www.ccoframeworks.com,early stage,2-10,legal;real estate,Melbourne,"31, Queen Street, 3000 Melbourne, Australia","Corporate Compliance & Oversight for the Enterprise. Developers of Pali, the technology framework for Governance, Risk Management & Compliance",https://www.linkedin.com/company/cco-frameworks/,https://ecosystem.innovationvictoria.com/companies/cco_frameworks,0,,
Celesta Therapeutics,startup,commission;manufacturing,https://celestatherapeutics.com/,early stage,,health,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","Biotech startup developing engineered cytokine therapeutics aimed at improving metabolic health by addressing obesity, type 2 diabetes",,https://ecosystem.innovationvictoria.com/companies/celesta_therapeutics,0,,
Celestelabs,startup,subscription;saas,https://celestelabs.com.au,early stage,1,transportation,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",APM solutions enhancing user experience by reducing MTTR and minimizing business disruptions,https://www.linkedin.com/company/celestelabs/,https://ecosystem.innovationvictoria.com/companies/celestelabs,0,,
Celiva,startup,commission;manufacturing,https://celiva.au/,early stage,2-10,health,Melbourne,"Bentleigh East, Melbourne, City of Glen Eira, Victoria, 3165, Australia",Home saliva-based screening for gluten intolerance,https://www.linkedin.com/company/celiva/,https://ecosystem.innovationvictoria.com/companies/celiva,0,,
Cell Bauhaus,startup,commission;manufacturing,http://cellbauhaus.com,early stage,11-50,health,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Builds software to enable computer aided design of living systems,https://www.linkedin.com/company/cellbauhaus/,https://ecosystem.innovationvictoria.com/companies/cell_bauhaus,0,,
Cell Care,scaleup,commission,http://cellcare.com.au,early stage,51-200,health,Melbourne,"Corporate Drive, Heatherton, Melbourne, City of Kingston, Victoria, 3202, Australia",Cell Care is most experienced cord blood and tissue bank,https://www.linkedin.com/company/cell-care-australia/,https://ecosystem.innovationvictoria.com/companies/cell_care,0,,
Cell Therapies,,commission;manufacturing,https://celltherapies.com,breakout stage,51-200,health,Melbourne,"305, Grattan Street, 3000 Melbourne, Australia",Cell Therapies | Stem cell and genetic engineering - Cell Therapies,https://www.linkedin.com/company/cell-therapies-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/cell_therapies,0,,
Celltech Australia,,selling own inventory;manufacturing,https://celltech.com.au/,early stage,,security;real estate,Melbourne,"Carrum Downs, Melbourne, City of Frankston, Victoria, 3201, Australia",Design and manufacture of correctional infrastructure systems,,https://ecosystem.innovationvictoria.com/companies/celltech_australia,0,,
CellTellus,startup,commission;manufacturing,https://www.celltellus.com,early stage,,health,Melbourne,"Lorimer Street, Docklands, Melbourne, City of Melbourne, Victoria, 3008, Australia",A biotechnology lab focussed in drug discovery,,https://ecosystem.innovationvictoria.com/companies/celltellus,0,,
Cellutech Holdings,startup,commission;manufacturing,https://www.cellutech.com.au/,early stage,2-10,health,Melbourne,"Sydney's cafe and convenience, 33, Riverdale Boulevard, Riverdale On PlentyEstate, Mernda, Melbourne, City of Whittlesea, Victoria, 3754, Australia",Cellutech provides access to rare bio-identical plant-derived compounds through advanced bio-manufacturing,https://www.linkedin.com/company/cellutech/,https://ecosystem.innovationvictoria.com/companies/cellutech_holdings,0,,
CELLYSIS,startup,selling own inventory;manufacturing,https://www.cellysis.com/,early stage,2-10,food;engineering and manufacturing equipment,Melbourne,"Hoddles Creek, Melbourne, Shire of Yarra Ranges, Victoria, 3139, Australia",Food Safety and Shelf-Life Extension Vapor Phase technology and equipment to growers and processors of perishable foods,https://www.linkedin.com/company/cellysis-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/cellysis,0,,
Centauri Alpha,startup,artificial intelligence;subscription;saas,http://centaurialpha.com,early stage,2-10,enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Data-driven insights and predictive analytics for strategic planning and competitive advantage,https://www.linkedin.com/company/centauri-alpha/,https://ecosystem.innovationvictoria.com/companies/centauri_alpha,0,,
CentraCX,scaleup,machine learning;artificial intelligence;commission;saas,https://centracx.com/,early stage,2-10,marketing,Melbourne,"3000 Melbourne, Australia",Makes practical enterprise feedback management technology for organizations of all size,https://www.linkedin.com/company/centracx-voc/,https://ecosystem.innovationvictoria.com/companies/centracx,0,,
Central Pharmacy Logistics Australia,startup,subscription;manufacturing,http://cplaustralia.com,early stage,11-50,health,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Clinical drug trial distribution service offering Direct to Patient and Direct From Patient delivery and collection,https://www.linkedin.com/company/central-pharmacy-logistics-australia/,https://ecosystem.innovationvictoria.com/companies/cplaustralia,0,,
Centralcare,startup,mobile app;commission;marketplace & ecommerce,http://centralcare.com.au,early stage,2-10,home living,Melbourne,"Bentleigh, Melbourne, City of Glen Eira, Victoria, 3204, Australia","Central Care simplifies your life by providing a one-stop-shop for all your needs, like your own personal concierge",https://www.linkedin.com/company/centralcare/,https://ecosystem.innovationvictoria.com/companies/centralcare,0,,
CentrePal,startup,artificial intelligence;subscription;saas,http://centrepal.com,early stage,11-50,enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",AI-powered omnichannel contact center for Microsoft Teams,https://www.linkedin.com/company/centrepal/,https://ecosystem.innovationvictoria.com/companies/centrepal,1,,
Centric Minds,,subscription;saas,http://centricminds.com,early stage,11-50,jobs recruitment,Melbourne,"3205 Melbourne, Australia",Australian Digital Workplace vendor,https://www.linkedin.com/company/centricminds/,https://ecosystem.innovationvictoria.com/companies/centric_minds,0,,
Centrim Life,startup,,http://centrimlife.com.au,early stage,2-10,health;home living,Melbourne,"3000 Melbourne, Australia",Centrim Life - Lifestyle management app for aged care,https://www.linkedin.com/company/centrimlife/,https://ecosystem.innovationvictoria.com/companies/centrim_life,0,,
Cents2Bills,startup,mobile app;subscription;saas,http://cents2bills.com.au,early stage,2-10,fintech,Melbourne,"Edithvale, Nepean Highway, Edithvale, Melbourne, City of Kingston, Victoria, 3196, Australia","Turning everyday purchases into savings, making bill payments more manageable and stress-free",https://www.linkedin.com/company/vedicessentials/,https://ecosystem.innovationvictoria.com/companies/cents2bills,0,,
Century Oaks Serenity,,,http://centuryoaks.com,breakout stage,51-200,dating,Melbourne,"Melbourne, Australia",,,https://ecosystem.innovationvictoria.com/companies/century_oaks_serenity,0,,
Ceramic Fuel Cells,,,http://cfcl.com.au,early stage,11-50,energy,Melbourne,"3174 Melbourne, Australia",Developing fuel cell technology for stationary power generation,https://www.linkedin.com/company/ceramic-fuel-cells-limited/,https://ecosystem.innovationvictoria.com/companies/ceramic_fuel_cells,0,,
Cerebellum.Digital,startup,big data;subscription;saas,http://cerebellum.digital,early stage,1,enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Accelerating SAP data transformation with Google Cloud and AI-driven analytics solutions,https://www.linkedin.com/company/cerebellum-digital/,https://ecosystem.innovationvictoria.com/companies/cerebellum_digital,0,,
Certa Therapeutics,startup,,http://www.certatherapeutics.com,breakout stage,2-10,health;travel,Melbourne,"31, Queen Street, 3000 Melbourne, Australia","Developer of kidney disease treatments. The company's drugs block a receptor, a key driver of fibrosis (scarring) of the kidney which leads to kidney failure and ultimately dialysis or kidney transplantation. It uses genetic analysis to identify the",https://www.linkedin.com/company/certa-therapeutics/,https://ecosystem.innovationvictoria.com/companies/certa_therapeutics,0,,
CertBetter,startup,saas,https://certbetter.com,early stage,1,enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Marketplace for verified ISO consultants and certification providers,https://www.linkedin.com/company/certbetter/,https://ecosystem.innovationvictoria.com/companies/certbetter,0,,
Certifiedby,startup,saas,https://safeguardingyou.com,early stage,2-10,legal,Melbourne,"Wardale Road, Springvale South, Melbourne, City of Greater Dandenong, Victoria, 3172, Australia","AI-enabled SaaS platform for risk management, governance, and compliance tailored for startups and SMEs",https://www.linkedin.com/company/certifiedby/,https://ecosystem.innovationvictoria.com/companies/certifiedby,0,,
Certimonials,scaleup,subscription;saas,http://certimonials.com,early stage,2-10,enterprise software,Melbourne,"3000 Melbourne, Australia",Certified testimonial platform offering businesses authenticated customer reviews with 24/7 dashboard access and interactive tools,https://www.linkedin.com/company/certimonials®/,https://ecosystem.innovationvictoria.com/companies/certimonials,0,,
Cfive,startup,artificial intelligence;subscription;saas,https://cfive.ai,early stage,2-10,telecom,Melbourne,"Camberwell, Melbourne, City of Boroondara, Victoria, 3124, Australia",Develops scalable conversational AI solutions aimed at transforming the way businesses interact and communicate,https://www.linkedin.com/company/cfive/,https://ecosystem.innovationvictoria.com/companies/cfive_1,0,,
Cforge,startup,commission;manufacturing,https://www.CForge.org,early stage,2-10,energy,Melbourne,"Brunswick, Upfield Shared Path, Brunswick, Melbourne, City of Merri-bek, Victoria, 3056, Australia","Converting food and farm waste into carbon products, aiding carbon removal for a sustainable economy",https://www.linkedin.com/company/cforge/,https://ecosystem.innovationvictoria.com/companies/c_forge,0,,
Chamera,scaleup,subscription;saas,http://chamera.com,early stage,1,security;enterprise software,Melbourne,"Melbourne, Australia",Digital ID card solutions for educational institutions.,https://www.linkedin.com/company/chamera,https://ecosystem.innovationvictoria.com/companies/chamera,0,,
Champ Tracker,scaleup,saas,http://www.champtracker.com,early stage,2-10,sports,Melbourne,"Malvern East, Melbourne, City of Stonnington, Victoria, Australia",Champ Tracker allows athletes and coaches to record their story and showcase their talents via a professional profile,https://www.linkedin.com/company/champ-tracker-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/champ_tracker,0,,
Champion Data,,saas,https://www.championdata.com/home,breakout stage,201-500,sports,Melbourne,"Asado Togo, 6, Riverside Quay, Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia",Since its inception the company has developed into Australia's largest and leading provider of live performance based statistical information and diversified into a range of vertically and horizontally aligned services including the provision of tele,https://www.linkedin.com/company/champion-data/,https://ecosystem.innovationvictoria.com/companies/champion_data,0,,
Changetopia,,,http://changetopia.com,early stage,,,Melbourne,"Melbourne, Australia",The domain name changetopia.com is for sale,,https://ecosystem.innovationvictoria.com/companies/changetopia,0,,
ChapterUp,startup,,https://chapterup.com/,early stage,1,health,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Building a safe and supportive community for anyone going through Mental Health battles,https://www.linkedin.com/company/chapterup/,https://ecosystem.innovationvictoria.com/companies/chapterup,0,,
Charge 2 Go,startup,commission;marketplace & ecommerce,http://charge2go.com.au,early stage,2-10,energy;transportation,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Search for chargers Charge 2 Go is currently in pilot phase,https://www.linkedin.com/company/charge-2-go-online/,https://ecosystem.innovationvictoria.com/companies/charge_2_go,0,,
Chargefox,startup,manufacturing,http://chargefox.com,breakout stage,11-50,energy;transportation,Melbourne,"520, Bourke Street, 3000 Melbourne, Australia",Australia's largest and fastest growing network of public EV charging stations,https://www.linkedin.com/company/chargefox/,https://ecosystem.innovationvictoria.com/companies/chargefox,0,,
ChargeNextDoor,startup,commission,https://www.charge-next-door.com/,early stage,1,energy;transportation,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Peer-to-peer electric vehicle charging network for hosts,https://www.linkedin.com/company/chargenextdoor/,https://ecosystem.innovationvictoria.com/companies/chargenextdoor,0,,
Chargur,startup,selling own inventory;manufacturing,http://chargur.io,early stage,,energy;transportation,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Safe and simple EV charging anywhere anytime,https://www.linkedin.com/company/chargur/,https://ecosystem.innovationvictoria.com/companies/chargur_1,0,,
Chartscape,startup,selling own inventory;manufacturing,http://chartscape.app,early stage,1,media;home living,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Bring your investment wins to life!,https://www.linkedin.com/company/chartscapeapp/,https://ecosystem.innovationvictoria.com/companies/chartscape,0,,
ChatESG,startup,artificial intelligence;machine learning;deep learning;natural language processing;subscription;saas,https://chatesg.au/,early stage,2-10,energy,Melbourne,"Olderfleet Building, 477, Collins Street, Melbourne, City of Melbourne, Victoria, 3000, Australia",ChatESG is your For-Purpose AI-powered ESG intelligence platform,https://www.linkedin.com/company/chatesg-au/,https://ecosystem.innovationvictoria.com/companies/chatesg,0,,
ChatHealth.com.au,startup,saas,http://chathealth.com.au,early stage,1,health,Melbourne,"140, William Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","AI platform for patient pre-screening and clinical note automation, attuned to Australian medical terminology and compatible with any PMS",https://www.linkedin.com/company/chathealthau/,https://ecosystem.innovationvictoria.com/companies/chathealth_com_au,0,,
Cheap Bills,scaleup,commission;marketplace & ecommerce,http://cheapbills.com.au,early stage,2-10,real estate;energy,Melbourne,"Desi Dhaba, 134, Flinders Street, East End Theatre District, Melbourne, City of Melbourne, Victoria, 3000, Australia","Comparison website and platform for Australian service providers to market, promote and sell energy, financial services, insurance, and phone and internet products and services to consumers",https://www.linkedin.com/company/cheap-bills-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/cheap_bills,0,,
Check Please,startup,subscription,https://www.checkplease.com.au/,early stage,2-10,fintech;food,Melbourne,"607, Bourke Street, Melbourne, City of Melbourne, Victoria, 3000, Australia",Providing customised and transparent pricing information to Agriculture producers and consumers around Australia,https://www.linkedin.com/company/check-please-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/check_please_1,0,,
CheckGen,startup,commission;manufacturing,https://www.checkgen.com.au,early stage,2-10,health,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",,https://www.linkedin.com/company/checkgen/,https://ecosystem.innovationvictoria.com/companies/checkgen,0,,
Checklist Legal,startup,,https://checklistlegal.com,early stage,1,legal,Melbourne,"Refresh Marketing, 11, Wilson Street, South Yarra, Melbourne, City of Stonnington, Victoria, 3141, Australia","We are Checklist Legal, a digital law firm here to help you craft delightful legal documents designed to support your business growth. Why? Because we want to create a world where female founders and leaders aren't held back by the indecision or overwhelm caused by complex, confusing contracts",https://www.linkedin.com/company/checklist-legal/,https://ecosystem.innovationvictoria.com/companies/checklist_legal,0,,
Chemcloud,startup,commission;marketplace & ecommerce;saas,http://chemcloud.com.au,early stage,2-10,enterprise software;chemicals,Melbourne,"Burwood Road, Hawthorn, Melbourne, City of Boroondara, Victoria, 3122, Australia",Digital procurement for the chemicals industry,https://www.linkedin.com/company/chemcloud/,https://ecosystem.innovationvictoria.com/companies/chemcloud,0,,
Cherry,startup,commission;marketplace & ecommerce,http://joincherry.com,early stage,,travel,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Higher profit margins through direct bookings with optimized pricing,https://www.linkedin.com/showcase/joincherry/,https://ecosystem.innovationvictoria.com/companies/join_cherry_sweet_deals_taste_good_,0,,
Chiefy.AI,startup,artificial intelligence;subscription;saas,https://chiefy.ai,early stage,1,real estate,,"Victoria, Australia",AI command center supercharging leadership team operations,https://www.linkedin.com/company/chiefy-ai/,https://ecosystem.innovationvictoria.com/companies/chiefy_ai,0,,
Child Nation,startup,,https://www.childnation.com.au/,early stage,2-10,education,Melbourne,"Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia",Child Nation engages kids with their surroundings through interactive story-like adventures,https://www.linkedin.com/company/childnation/,https://ecosystem.innovationvictoria.com/companies/child_nation,0,,
ChildAware Technology,startup,subscription;saas,https://www.childaware.com/,early stage,2-10,legal,Melbourne,"Elsternwick, Riddell Parade, Elsternwick, Melbourne, City of Glen Eira, Victoria, 3185, Australia",ChildAware is a comprehensive cloud-based compliance and safeguarding solution to assist all child-related organisations to be child safe,https://www.linkedin.com/company/childaware/,https://ecosystem.innovationvictoria.com/companies/childaware,0,,
